Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
225	-43	43	17988	225	-43	43	17988
226	-42	42	18030	226	-42	42	18030
227	-23	23	18053	227	-23	23	18053
228	-37	37	18090	228	-37	37	18090
229	-170	71	18161	229	-170	71	18161
230	-39	39	18200	230	-39	39	18200
231	-33	33	18233	231	-33	33	18233
232	-34	34	18267	232	-34	34	18267
233	-40	40	18307	233	-40	40	18307
234	-31	31	18338	234	-31	31	18338
235	-31	31	18369	235	-31	31	18369
236	-42	42	18411	236	-42	42	18411
237	-23	23	18434	237	-23	23	18434
238	-176	77	18511	238	-176	77	18511
239	-134	35	18546	239	-134	35	18546
240	-33	33	18579	240	-33	33	18579
241	-22	22	18601	241	-22	22	18601
242	-21	21	18622	242	-21	21	18622
243	-35	35	18657	243	-35	35	18657
244	-138	39	18696	244	-138	39	18696
245	-23	23	18719	245	-23	23	18719
246	-33	33	18752	246	-33	33	18752
247	-25	25	18777	247	-25	25	18777
248	-31	31	18808	248	-31	31	18808
249	-15	15	18823	249	-15	15	18823
250	-37	37	18860	250	-37	37	18860
251	-174	75	18935	251	-174	75	18935
252	-25	25	18960	252	-25	25	18960
253	-150	51	19011	253	-150	51	19011
254	-20	20	19031	254	-20	20	19031
255	-37	37	19068	255	-37	37	19068
256	-29	29	19097	256	-29	29	19097
257	-30	30	19127	257	-30	30	19127
258	-125	26	19153	258	-125	26	19153
259	-48	48	19201	259	-48	48	19201
260	-29	29	19230	260	-29	29	19230
261	-29	29	19259	261	-29	29	19259
262	-38	38	19297	262	-38	38	19297
263	-31	31	19328	263	-31	31	19328
264	-34	34	19362	264	-34	34	19362
265	-29	29	19391	265	-29	29	19391
266	-27	27	19418	266	-27	27	19418
267	-23	23	19441	267	-23	23	19441
268	-39	39	19480	268	-39	39	19480
269	-44	44	19524	269	-44	44	19524
270	-26	26	19550	270	-26	26	19550
271	-35	35	19585	271	-35	35	19585
272	-17	17	19602	272	-17	17	19602
273	-29	29	19631	273	-29	29	19631
274	-39	39	19670	274	-39	39	19670
275	-23	23	19693	275	-23	23	19693
276	-23	23	19716	276	-23	23	19716
277	-34	34	19750	277	-34	34	19750
278	-31	31	19781	278	-31	31	19781
279	-27	27	19808	279	-27	27	19808
280	-26	26	19834	280	-26	26	19834
281	-43	43	19877	281	-43	43	19877
282	-23	23	19900	282	-23	23	19900
283	-140	41	19941	283	-140	41	19941
284	-33	33	19974	284	-33	33	19974
285	-23	23	19997	285	-23	23	19997
286	-45	45	20042	286	-45	45	20042
287	-27	27	20069	287	-27	27	20069
288	-21	21	20090	288	-21	21	20090
289	-27	27	20117	289	-27	27	20117
290	-39	39	20156	290	-39	39	20156
291	-25	25	20181	291	-25	25	20181
292	-35	35	20216	292	-35	35	20216
293	-38	38	20254	293	-38	38	20254
294	-40	40	20294	294	-40	40	20294
295	-30	30	20324	295	-30	30	20324
296	-29	29	20353	296	-29	29	20353
297	-26	26	20379	297	-26	26	20379
298	-33	33	20412	298	-33	33	20412
299	-27	27	20439	299	-27	27	20439
300	-23	23	20462	300	-23	23	20462
301	-171	72	20534	301	-171	72	20534
302	-30	30	20564	302	-30	30	20564
303	-27	27	20591	303	-27	27	20591
304	-125	26	20617	304	-125	26	20617
305	-25	25	20642	305	-25	25	20642
306	-34	34	20676	306	-34	34	20676
307	-226	28	20704	307	-226	28	20704
308	-39	39	20743	308	-39	39	20743
309	-37	37	20780	309	-37	37	20780
310	-27	27	20807	310	-27	27	20807
311	-26	26	20833	311	-26	26	20833
312	-36	36	20869	312	-36	36	20869
313	-23	23	20892	313	-23	23	20892
314	-31	31	20923	314	-31	31	20923
315	-30	30	20953	315	-30	30	20953
316	-25	25	20978	316	-25	25	20978
317	-39	39	21017	317	-39	39	21017
318	-21	21	21038	318	-21	21	21038
319	-21	21	21059	319	-21	21	21059
320	-21	21	21080	320	-21	21	21080
321	-21	21	21101	321	-21	21	21101
322	-32	32	21133	322	-32	32	21133
323	-18	18	21151	323	-18	18	21151
324	-33	33	21184	324	-33	33	21184
325	-27	27	21211	325	-27	27	21211
326	-23	23	21234	326	-23	23	21234
327	-27	27	21261	327	-27	27	21261
328	-144	45	21306	328	-144	45	21306
329	-24	24	21330	329	-24	24	21330
330	-27	27	21357	330	-27	27	21357
331	-31	31	21388	331	-31	31	21388
332	-19	19	21407	332	-19	19	21407
333	-19	19	21426	333	-19	19	21426
334	-31	31	21457	334	-31	31	21457
335	-33	33	21490	335	-33	33	21490
336	-35	35	21525	336	-35	35	21525
337	-17	17	21542	337	-17	17	21542
338	-40	40	21582	338	-40	40	21582
339	-19	19	21601	339	-19	19	21601
340	-20	20	21621	340	-20	20	21621
341	-24	24	21645	341	-24	24	21645
342	-23	23	21668	342	-23	23	21668
343	-119	20	21688	343	-119	20	21688
344	-159	60	21748	344	-159	60	21748
345	-34	34	21782	345	-34	34	21782
346	-19	19	21801	346	-19	19	21801
347	-19	19	21820	347	-19	19	21820
348	-31	31	21851	348	-31	31	21851
349	-22	22	21873	349	-22	22	21873
350	-29	29	21902	350	-29	29	21902
351	-26	26	21928	351	-26	26	21928
352	-126	27	21955	352	-126	27	21955
353	-38	38	21993	353	-38	38	21993
354	-19	19	22012	354	-19	19	22012
355	-23	23	22035	355	-23	23	22035
356	-17	17	22052	356	-17	17	22052
357	-36	36	22088	357	-36	36	22088
358	-23	23	22111	358	-23	23	22111
359	-17	17	22128	359	-17	17	22128
360	-33	33	22161	360	-33	33	22161
361	-23	23	22184	361	-23	23	22184
362	-17	17	22201	362	-17	17	22201
363	-34	34	22235	363	-34	34	22235
364	-141	42	22277	364	-141	42	22277
365	-23	23	22300	365	-23	23	22300
366	-26	26	22326	366	-26	26	22326
367	-24	24	22350	367	-24	24	22350
368	-25	25	22375	368	-25	25	22375
369	-15	15	22390	369	-15	15	22390
370	-17	17	22407	370	-17	17	22407
371	-22	22	22429	371	-22	22	22429
372	-45	45	22474	372	-45	45	22474
373	-23	23	22497	373	-23	23	22497
374	-250	52	22549	374	-250	52	22549
375	-22	22	22571	375	-22	22	22571
376	-19	19	22590	376	-19	19	22590
377	-19	19	22609	377	-19	19	22609
378	-19	19	22628	378	-19	19	22628
379	-125	26	22654	379	-125	26	22654
380	-29	29	22683	380	-29	29	22683
381	-27	27	22710	381	-27	27	22710
382	-23	23	22733	382	-23	23	22733
383	-19	19	22752	383	-19	19	22752
384	-29	29	22781	384	-29	29	22781
385	-31	31	22812	385	-31	31	22812
386	-24	24	22836	386	-24	24	22836
387	-25	25	22861	387	-25	25	22861
388	-22	22	22883	388	-22	22	22883
389	-20	20	22903	389	-20	20	22903
390	-15	15	22918	390	-15	15	22918
391	-23	23	22941	391	-23	23	22941
392	-21	21	22962	392	-21	21	22962
393	-123	24	22986	393	-123	24	22986
394	-25	25	23011	394	-25	25	23011
395	-31	31	23042	395	-31	31	23042
396	-32	32	23074	396	-32	32	23074
397	-124	25	23099	397	-124	25	23099
398	-15	15	23114	398	-15	15	23114
399	-23	23	23137	399	-23	23	23137
400	-23	23	23160	400	-23	23	23160
401	-20	20	23180	401	-20	20	23180
402	-134	35	23215	402	-134	35	23215
403	-29	29	23244	403	-29	29	23244
404	-15	15	23259	404	-15	15	23259
405	-21	21	23280	405	-21	21	23280
406	-119	20	23300	406	-119	20	23300
407	-24	24	23324	407	-24	24	23324
408	-19	19	23343	408	-19	19	23343
409	-22	22	23365	409	-22	22	23365
410	-30	30	23395	410	-30	30	23395
411	-21	21	23416	411	-21	21	23416
412	-28	28	23444	412	-28	28	23444
413	-21	21	23465	413	-21	21	23465
414	-22	22	23487	414	-22	22	23487
415	-27	27	23514	415	-27	27	23514
416	-15	15	23529	416	-15	15	23529
417	-21	21	23550	417	-21	21	23550
418	-27	27	23577	418	-27	27	23577
419	-223	25	23602	419	-223	25	23602
420	-21	21	23623	420	-21	21	23623
421	-19	19	23642	421	-19	19	23642
422	-21	21	23663	422	-21	21	23663
423	-19	19	23682	423	-19	19	23682
424	-31	31	23713	424	-31	31	23713
425	-17	17	23730	425	-17	17	23730
426	-17	17	23747	426	-17	17	23747
427	-19	19	23766	427	-19	19	23766
428	-21	21	23787	428	-21	21	23787
429	-23	23	23810	429	-23	23	23810
430	-17	17	23827	430	-17	17	23827
431	-139	40	23867	431	-139	40	23867
432	-29	29	23896	432	-29	29	23896
433	-17	17	23913	433	-17	17	23913
434	-21	21	23934	434	-21	21	23934
435	-24	24	23958	435	-24	24	23958
436	-19	19	23977	436	-19	19	23977
437	-22	22	23999	437	-22	22	23999
438	-22	22	24021	438	-22	22	24021
439	-19	19	24040	439	-19	19	24040
440	-31	31	24071	440	-31	31	24071
441	-27	27	24098	441	-27	27	24098
442	-121	22	24120	442	-121	22	24120
443	-23	23	24143	443	-23	23	24143
444	-25	25	24168	444	-25	25	24168
445	-22	22	24190	445	-22	22	24190
446	-20	20	24210	446	-20	20	24210
447	-17	17	24227	447	-17	17	24227
448	-19	19	24246	448	-19	19	24246
449	-29	29	24275	449	-29	29	24275
450	-25	25	24300	450	-25	25	24300
451	-15	15	24315	451	-15	15	24315
452	-18	18	24333	452	-18	18	24333
453	-27	27	24360	453	-27	27	24360
454	-21	21	24381	454	-21	21	24381
455	-21	21	24402	455	-21	21	24402
456	-23	23	24425	456	-23	23	24425
457	-21	21	24446	457	-21	21	24446
458	-15	15	24461	458	-15	15	24461
459	-26	26	24487	459	-26	26	24487
460	-24	24	24511	460	-24	24	24511
461	-17	17	24528	461	-17	17	24528
462	-142	43	24571	462	-142	43	24571
463	-21	21	24592	463	-21	21	24592
464	-17	17	24609	464	-17	17	24609
465	-16	16	24625	465	-16	16	24625
466	-21	21	24646	466	-21	21	24646
467	-24	24	24670	467	-24	24	24670
468	-21	21	24691	468	-21	21	24691
469	-15	15	24706	469	-15	15	24706
470	-20	20	24726	470	-20	20	24726
471	-17	17	24743	471	-17	17	24743
472	-20	20	24763	472	-20	20	24763
473	-21	21	24784	473	-21	21	24784
474	-24	24	24808	474	-24	24	24808
475	-17	17	24825	475	-17	17	24825
476	-25	25	24850	476	-25	25	24850
477	-26	26	24876	477	-26	26	24876
478	-19	19	24895	478	-19	19	24895
479	-25	25	24920	479	-25	25	24920
480	-29	29	24949	480	-29	29	24949
481	-19	19	24968	481	-19	19	24968
482	-20	20	24988	482	-20	20	24988
483	-23	23	25011	483	-23	23	25011
484	-19	19	25030	484	-19	19	25030
485	-25	25	25055	485	-25	25	25055
486	-21	21	25076	486	-21	21	25076
487	-19	19	25095	487	-19	19	25095
488	-21	21	25116	488	-21	21	25116
489	-23	23	25139	489	-23	23	25139
490	-19	19	25158	490	-19	19	25158
491	-21	21	25179	491	-21	21	25179
492	-21	21	25200	492	-21	21	25200
493	-27	27	25227	493	-27	27	25227
494	-21	21	25248	494	-21	21	25248
495	-21	21	25269	495	-21	21	25269
496	-17	17	25286	496	-17	17	25286
497	-19	19	25305	497	-19	19	25305
498	-19	19	25324	498	-19	19	25324
499	-21	21	25345	499	-21	21	25345
