Episode	Accumulated Reward	Length	Steps	Episode	Accumulated Reward	Length	Steps
147	-37	37	14410	147	-37	37	14410
148	-70	70	14480	148	-70	70	14480
149	-207	108	14588	149	-207	108	14588
150	-68	68	14656	150	-68	68	14656
151	-52	52	14708	151	-52	52	14708
152	-49	49	14757	152	-49	49	14757
153	-35	35	14792	153	-35	35	14792
154	-55	55	14847	154	-55	55	14847
155	-31	31	14878	155	-31	31	14878
156	-48	48	14926	156	-48	48	14926
157	-176	77	15003	157	-176	77	15003
158	-62	62	15065	158	-62	62	15065
159	-59	59	15124	159	-59	59	15124
160	-42	42	15166	160	-42	42	15166
161	-23	23	15189	161	-23	23	15189
162	-37	37	15226	162	-37	37	15226
163	-55	55	15281	163	-55	55	15281
164	-45	45	15326	164	-45	45	15326
165	-47	47	15373	165	-47	47	15373
166	-46	46	15419	166	-46	46	15419
167	-178	79	15498	167	-178	79	15498
168	-61	61	15559	168	-61	61	15559
169	-31	31	15590	169	-31	31	15590
170	-35	35	15625	170	-35	35	15625
171	-161	62	15687	171	-161	62	15687
172	-42	42	15729	172	-42	42	15729
173	-29	29	15758	173	-29	29	15758
174	-284	86	15844	174	-284	86	15844
175	-51	51	15895	175	-51	51	15895
176	-23	23	15918	176	-23	23	15918
177	-156	57	15975	177	-156	57	15975
178	-29	29	16004	178	-29	29	16004
179	-20	20	16024	179	-20	20	16024
180	-39	39	16063	180	-39	39	16063
181	-29	29	16092	181	-29	29	16092
182	-35	35	16127	182	-35	35	16127
183	-31	31	16158	183	-31	31	16158
184	-33	33	16191	184	-33	33	16191
185	-23	23	16214	185	-23	23	16214
186	-31	31	16245	186	-31	31	16245
187	-41	41	16286	187	-41	41	16286
188	-28	28	16314	188	-28	28	16314
189	-21	21	16335	189	-21	21	16335
190	-54	54	16389	190	-54	54	16389
191	-40	40	16429	191	-40	40	16429
192	-27	27	16456	192	-27	27	16456
193	-21	21	16477	193	-21	21	16477
194	-45	45	16522	194	-45	45	16522
195	-25	25	16547	195	-25	25	16547
196	-27	27	16574	196	-27	27	16574
197	-142	43	16617	197	-142	43	16617
198	-144	45	16662	198	-144	45	16662
199	-22	22	16684	199	-22	22	16684
200	-141	42	16726	200	-141	42	16726
201	-35	35	16761	201	-35	35	16761
202	-39	39	16800	202	-39	39	16800
203	-33	33	16833	203	-33	33	16833
204	-156	57	16890	204	-156	57	16890
205	-31	31	16921	205	-31	31	16921
206	-21	21	16942	206	-21	21	16942
207	-23	23	16965	207	-23	23	16965
208	-30	30	16995	208	-30	30	16995
209	-31	31	17026	209	-31	31	17026
210	-29	29	17055	210	-29	29	17055
211	-49	49	17104	211	-49	49	17104
212	-39	39	17143	212	-39	39	17143
213	-121	22	17165	213	-121	22	17165
214	-17	17	17182	214	-17	17	17182
215	-25	25	17207	215	-25	25	17207
216	-31	31	17238	216	-31	31	17238
217	-52	52	17290	217	-52	52	17290
218	-38	38	17328	218	-38	38	17328
219	-26	26	17354	219	-26	26	17354
220	-41	41	17395	220	-41	41	17395
221	-28	28	17423	221	-28	28	17423
222	-29	29	17452	222	-29	29	17452
223	-40	40	17492	223	-40	40	17492
224	-150	51	17543	224	-150	51	17543
225	-29	29	17572	225	-29	29	17572
226	-31	31	17603	226	-31	31	17603
227	-20	20	17623	227	-20	20	17623
228	-19	19	17642	228	-19	19	17642
229	-57	57	17699	229	-57	57	17699
230	-15	15	17714	230	-15	15	17714
231	-37	37	17751	231	-37	37	17751
232	-117	18	17769	232	-117	18	17769
233	-132	33	17802	233	-132	33	17802
234	-49	49	17851	234	-49	49	17851
235	-40	40	17891	235	-40	40	17891
236	-31	31	17922	236	-31	31	17922
237	-40	40	17962	237	-40	40	17962
238	-48	48	18010	238	-48	48	18010
239	-21	21	18031	239	-21	21	18031
240	-27	27	18058	240	-27	27	18058
241	-41	41	18099	241	-41	41	18099
242	-31	31	18130	242	-31	31	18130
243	-30	30	18160	243	-30	30	18160
244	-36	36	18196	244	-36	36	18196
245	-27	27	18223	245	-27	27	18223
246	-45	45	18268	246	-45	45	18268
247	-34	34	18302	247	-34	34	18302
248	-41	41	18343	248	-41	41	18343
249	-31	31	18374	249	-31	31	18374
250	-25	25	18399	250	-25	25	18399
251	-125	26	18425	251	-125	26	18425
252	-52	52	18477	252	-52	52	18477
253	-123	24	18501	253	-123	24	18501
254	-23	23	18524	254	-23	23	18524
255	-252	54	18578	255	-252	54	18578
256	-165	66	18644	256	-165	66	18644
257	-36	36	18680	257	-36	36	18680
258	-33	33	18713	258	-33	33	18713
259	-27	27	18740	259	-27	27	18740
260	-32	32	18772	260	-32	32	18772
261	-25	25	18797	261	-25	25	18797
262	-33	33	18830	262	-33	33	18830
263	-153	54	18884	263	-153	54	18884
264	-26	26	18910	264	-26	26	18910
265	-40	40	18950	265	-40	40	18950
266	-32	32	18982	266	-32	32	18982
267	-27	27	19009	267	-27	27	19009
268	-33	33	19042	268	-33	33	19042
269	-31	31	19073	269	-31	31	19073
270	-34	34	19107	270	-34	34	19107
271	-25	25	19132	271	-25	25	19132
272	-36	36	19168	272	-36	36	19168
273	-29	29	19197	273	-29	29	19197
274	-31	31	19228	274	-31	31	19228
275	-43	43	19271	275	-43	43	19271
276	-29	29	19300	276	-29	29	19300
277	-29	29	19329	277	-29	29	19329
278	-36	36	19365	278	-36	36	19365
279	-28	28	19393	279	-28	28	19393
280	-42	42	19435	280	-42	42	19435
281	-19	19	19454	281	-19	19	19454
282	-31	31	19485	282	-31	31	19485
283	-41	41	19526	283	-41	41	19526
284	-35	35	19561	284	-35	35	19561
285	-33	33	19594	285	-33	33	19594
286	-26	26	19620	286	-26	26	19620
287	-33	33	19653	287	-33	33	19653
288	-32	32	19685	288	-32	32	19685
289	-43	43	19728	289	-43	43	19728
290	-31	31	19759	290	-31	31	19759
291	-27	27	19786	291	-27	27	19786
292	-135	36	19822	292	-135	36	19822
293	-28	28	19850	293	-28	28	19850
294	-23	23	19873	294	-23	23	19873
295	-21	21	19894	295	-21	21	19894
296	-377	80	19974	296	-377	80	19974
297	-24	24	19998	297	-24	24	19998
298	-35	35	20033	298	-35	35	20033
299	-15	15	20048	299	-15	15	20048
300	-32	32	20080	300	-32	32	20080
301	-46	46	20126	301	-46	46	20126
302	-33	33	20159	302	-33	33	20159
303	-162	63	20222	303	-162	63	20222
304	-21	21	20243	304	-21	21	20243
305	-31	31	20274	305	-31	31	20274
306	-29	29	20303	306	-29	29	20303
307	-31	31	20334	307	-31	31	20334
308	-34	34	20368	308	-34	34	20368
309	-21	21	20389	309	-21	21	20389
310	-21	21	20410	310	-21	21	20410
311	-23	23	20433	311	-23	23	20433
312	-150	51	20484	312	-150	51	20484
313	-23	23	20507	313	-23	23	20507
314	-29	29	20536	314	-29	29	20536
315	-31	31	20567	315	-31	31	20567
316	-29	29	20596	316	-29	29	20596
317	-24	24	20620	317	-24	24	20620
318	-30	30	20650	318	-30	30	20650
319	-22	22	20672	319	-22	22	20672
320	-40	40	20712	320	-40	40	20712
321	-28	28	20740	321	-28	28	20740
322	-28	28	20768	322	-28	28	20768
323	-26	26	20794	323	-26	26	20794
324	-23	23	20817	324	-23	23	20817
325	-145	46	20863	325	-145	46	20863
326	-19	19	20882	326	-19	19	20882
327	-29	29	20911	327	-29	29	20911
328	-22	22	20933	328	-22	22	20933
329	-34	34	20967	329	-34	34	20967
330	-27	27	20994	330	-27	27	20994
331	-29	29	21023	331	-29	29	21023
332	-145	46	21069	332	-145	46	21069
333	-25	25	21094	333	-25	25	21094
334	-29	29	21123	334	-29	29	21123
335	-23	23	21146	335	-23	23	21146
336	-17	17	21163	336	-17	17	21163
337	-24	24	21187	337	-24	24	21187
338	-22	22	21209	338	-22	22	21209
339	-48	48	21257	339	-48	48	21257
340	-25	25	21282	340	-25	25	21282
341	-19	19	21301	341	-19	19	21301
342	-24	24	21325	342	-24	24	21325
343	-29	29	21354	343	-29	29	21354
344	-27	27	21381	344	-27	27	21381
345	-19	19	21400	345	-19	19	21400
346	-36	36	21436	346	-36	36	21436
347	-21	21	21457	347	-21	21	21457
348	-19	19	21476	348	-19	19	21476
349	-27	27	21503	349	-27	27	21503
350	-27	27	21530	350	-27	27	21530
351	-23	23	21553	351	-23	23	21553
352	-29	29	21582	352	-29	29	21582
353	-22	22	21604	353	-22	22	21604
354	-31	31	21635	354	-31	31	21635
355	-29	29	21664	355	-29	29	21664
356	-23	23	21687	356	-23	23	21687
357	-53	53	21740	357	-53	53	21740
358	-27	27	21767	358	-27	27	21767
359	-28	28	21795	359	-28	28	21795
360	-36	36	21831	360	-36	36	21831
361	-22	22	21853	361	-22	22	21853
362	-26	26	21879	362	-26	26	21879
363	-24	24	21903	363	-24	24	21903
364	-25	25	21928	364	-25	25	21928
365	-128	29	21957	365	-128	29	21957
366	-41	41	21998	366	-41	41	21998
367	-25	25	22023	367	-25	25	22023
368	-34	34	22057	368	-34	34	22057
369	-34	34	22091	369	-34	34	22091
370	-17	17	22108	370	-17	17	22108
371	-26	26	22134	371	-26	26	22134
372	-27	27	22161	372	-27	27	22161
373	-23	23	22184	373	-23	23	22184
374	-25	25	22209	374	-25	25	22209
375	-25	25	22234	375	-25	25	22234
376	-33	33	22267	376	-33	33	22267
377	-33	33	22300	377	-33	33	22300
378	-25	25	22325	378	-25	25	22325
379	-26	26	22351	379	-26	26	22351
380	-19	19	22370	380	-19	19	22370
381	-124	25	22395	381	-124	25	22395
382	-31	31	22426	382	-31	31	22426
383	-25	25	22451	383	-25	25	22451
384	-24	24	22475	384	-24	24	22475
385	-21	21	22496	385	-21	21	22496
386	-26	26	22522	386	-26	26	22522
387	-17	17	22539	387	-17	17	22539
388	-35	35	22574	388	-35	35	22574
389	-125	26	22600	389	-125	26	22600
390	-19	19	22619	390	-19	19	22619
391	-30	30	22649	391	-30	30	22649
392	-21	21	22670	392	-21	21	22670
393	-23	23	22693	393	-23	23	22693
394	-20	20	22713	394	-20	20	22713
395	-439	43	22756	395	-439	43	22756
396	-28	28	22784	396	-28	28	22784
397	-25	25	22809	397	-25	25	22809
398	-19	19	22828	398	-19	19	22828
399	-17	17	22845	399	-17	17	22845
400	-19	19	22864	400	-19	19	22864
401	-27	27	22891	401	-27	27	22891
402	-25	25	22916	402	-25	25	22916
403	-23	23	22939	403	-23	23	22939
404	-19	19	22958	404	-19	19	22958
405	-15	15	22973	405	-15	15	22973
406	-18	18	22991	406	-18	18	22991
407	-19	19	23010	407	-19	19	23010
408	-19	19	23029	408	-19	19	23029
409	-28	28	23057	409	-28	28	23057
410	-27	27	23084	410	-27	27	23084
411	-33	33	23117	411	-33	33	23117
412	-22	22	23139	412	-22	22	23139
413	-25	25	23164	413	-25	25	23164
414	-21	21	23185	414	-21	21	23185
415	-25	25	23210	415	-25	25	23210
416	-27	27	23237	416	-27	27	23237
417	-25	25	23262	417	-25	25	23262
418	-19	19	23281	418	-19	19	23281
419	-21	21	23302	419	-21	21	23302
420	-25	25	23327	420	-25	25	23327
421	-17	17	23344	421	-17	17	23344
422	-17	17	23361	422	-17	17	23361
423	-27	27	23388	423	-27	27	23388
424	-24	24	23412	424	-24	24	23412
425	-21	21	23433	425	-21	21	23433
426	-26	26	23459	426	-26	26	23459
427	-29	29	23488	427	-29	29	23488
428	-19	19	23507	428	-19	19	23507
429	-22	22	23529	429	-22	22	23529
430	-24	24	23553	430	-24	24	23553
431	-18	18	23571	431	-18	18	23571
432	-23	23	23594	432	-23	23	23594
433	-28	28	23622	433	-28	28	23622
434	-19	19	23641	434	-19	19	23641
435	-23	23	23664	435	-23	23	23664
436	-19	19	23683	436	-19	19	23683
437	-21	21	23704	437	-21	21	23704
438	-23	23	23727	438	-23	23	23727
439	-25	25	23752	439	-25	25	23752
440	-25	25	23777	440	-25	25	23777
441	-19	19	23796	441	-19	19	23796
442	-21	21	23817	442	-21	21	23817
443	-21	21	23838	443	-21	21	23838
444	-20	20	23858	444	-20	20	23858
445	-25	25	23883	445	-25	25	23883
446	-26	26	23909	446	-26	26	23909
447	-122	23	23932	447	-122	23	23932
448	-17	17	23949	448	-17	17	23949
449	-33	33	23982	449	-33	33	23982
450	-21	21	24003	450	-21	21	24003
451	-21	21	24024	451	-21	21	24024
452	-17	17	24041	452	-17	17	24041
453	-17	17	24058	453	-17	17	24058
454	-20	20	24078	454	-20	20	24078
455	-22	22	24100	455	-22	22	24100
456	-21	21	24121	456	-21	21	24121
457	-27	27	24148	457	-27	27	24148
458	-27	27	24175	458	-27	27	24175
459	-17	17	24192	459	-17	17	24192
460	-33	33	24225	460	-33	33	24225
461	-19	19	24244	461	-19	19	24244
462	-23	23	24267	462	-23	23	24267
463	-23	23	24290	463	-23	23	24290
464	-20	20	24310	464	-20	20	24310
465	-17	17	24327	465	-17	17	24327
466	-18	18	24345	466	-18	18	24345
467	-119	20	24365	467	-119	20	24365
468	-27	27	24392	468	-27	27	24392
469	-17	17	24409	469	-17	17	24409
470	-19	19	24428	470	-19	19	24428
471	-17	17	24445	471	-17	17	24445
472	-31	31	24476	472	-31	31	24476
473	-33	33	24509	473	-33	33	24509
474	-20	20	24529	474	-20	20	24529
475	-20	20	24549	475	-20	20	24549
476	-21	21	24570	476	-21	21	24570
477	-21	21	24591	477	-21	21	24591
478	-21	21	24612	478	-21	21	24612
479	-15	15	24627	479	-15	15	24627
480	-23	23	24650	480	-23	23	24650
481	-28	28	24678	481	-28	28	24678
482	-19	19	24697	482	-19	19	24697
483	-17	17	24714	483	-17	17	24714
484	-19	19	24733	484	-19	19	24733
485	-21	21	24754	485	-21	21	24754
486	-27	27	24781	486	-27	27	24781
487	-21	21	24802	487	-21	21	24802
488	-19	19	24821	488	-19	19	24821
489	-19	19	24840	489	-19	19	24840
490	-115	16	24856	490	-115	16	24856
491	-23	23	24879	491	-23	23	24879
492	-19	19	24898	492	-19	19	24898
493	-30	30	24928	493	-30	30	24928
494	-25	25	24953	494	-25	25	24953
495	-24	24	24977	495	-24	24	24977
496	-17	17	24994	496	-17	17	24994
497	-32	32	25026	497	-32	32	25026
498	-17	17	25043	498	-17	17	25043
499	-118	19	25062	499	-118	19	25062
